street_name,council_name,landfill_frequency,landfill_next,recycle_frequency,recycle_next,green_frequency,green_next
Ascot Street South,Ballarat Central,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Ashley Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Balaclava Street,Newington,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Balyarta Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Band Street,Delacombe,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Beaufort Avenue,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Golf Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Belltower Avenue,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Boulevarde Drive,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Darlington Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Brompton Place,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Cardigan Avenue,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Caroline Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Cedar Avenue,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Chelsea Place,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Christine Avenue,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Church Street,Ballarat Central,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Cleveland Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Collard Street,Newington,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Colonial Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Coonatta Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Cordover Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Corryong Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Cottesloe Place,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Cuthberts Road,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Dana Street,Ballarat Central,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Dawson Street South,Ballarat Central,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Drummond Street South,Ballarat Central,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Duke Street,Newington,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Durham Street,Newington,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Elaine Avenue,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Errard Street North,Ballarat Central,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Errard Street South,Ballarat Central,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Exchange Street,Newington,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Eyre Street,Newington,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Eyre Street,Ballarat Central,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Fonteyn Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Franklin Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Grosvenor Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Harold Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Horsham Crescent,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Hume Crescent,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Indi Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Inkerman Street,Newington,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Jack Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Junction Street,Newington,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Kallioota Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Kent Street,Ballarat Central,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Lansell Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
La Trobe Street,Delacombe,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
La Trobe Street,Redan,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Lauderdale Avenue,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Lawrence Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Lawrie Drive,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Omeo Drive,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Linton Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Lyons Street South,Ballarat Central,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Malakoff Street,Newington,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Meredith Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Merl Court,Newington,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Mimosa Avenue,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Muir Crescent,Newington,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Murray Street,Newington,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Nightingale Street,Newington,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Ningana Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Paley Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Park Street East,Redan,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Park Street West,Delacombe,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Parkview Drive,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Parkwood Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Pleasant Street South,Ballarat Central,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Pleasant Street South,Newington,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Prince Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Queen Victoria Street,Newington,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Raglan Street North,Ballarat Central,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Redan Street,Newington,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Ripon Street North,Ballarat Central,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Ripon Street South,Ballarat Central,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Robertson Drive,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Rosney Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Russell Street,Newington,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Salisbury Avenue,Newington,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Scarborough Crescent,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Smith Street,Newington,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Stewart Street,Newington,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Sturt Street,Newington,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Sussex Street,Ballarat Central,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Sutton Street,Redan,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Talbot Street North,Ballarat Central,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Talbot Street South,Ballarat Central,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Townsend Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Towong Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Valentine Street,Delacombe,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Waller Avenue,Newington,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Windermere Street,Ballarat Central,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Windsor Avenue,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Winter Street,Redan,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Winter Street,Delacombe,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Winter Street,Newington,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Zofia Place,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Ballarat - Carngham Road ,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Argyle Crescent,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Samuel Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Dorset Drive,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Abbey Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Cheviot Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Ashbourne Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Dyson Drive,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Whitely Crescent,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
The Terrace,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Peppertree Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Rockingham Place,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Southdown Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Alfredton Drive,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Suffolk Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Leicester Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Merino Drive,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Ryeland Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Corriedale Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Elliotdale Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Copeworth Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Lydiard Street South,Ballarat Central,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Armstrong Street North,Ballarat Central,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Polwarth Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Alfred Street South,Newington,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Jacob Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Dartmoor Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Drysdale Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Perendale Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
St Leger Close,Newington,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Cotswold Drive,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Moseley Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Rundell Place,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Chase Boulevard,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Amana Drive,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Cuzens Road,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Clovedale Avenue,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Exmoor Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Parkmead Way,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Wensleydale Drive,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Montadale Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Calma Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Tangerine Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Sienna Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Arwon Crescent,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Oberon Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Oxley Bend,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Echo Place,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Naroo Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Canopy Avenue,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Jarrah Drive,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Lancaster Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Bannister Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Carbine Drive,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Swamp Gum Place,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Portsea Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Carrum Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Sorrento Drive,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Karol Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Twin Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Anton Drive,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Seaford Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Dromana Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Sunline Avenue,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Joseph Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Jessie Street,Newington,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Kilkenny Drive,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Harmony Way,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Limerick Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Galway Drive,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Dublin Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Offaly Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Monaghan Terrace,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Roscommon Avenue,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Sligo Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Sydney Way,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Donegal Drive,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Mary Drive,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Mia Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Eaton Close,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Cavan Grove,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Doramy Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Zircon Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Lugano Avenue,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Mayo Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Doveton Street South,Ballarat Central,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Cork Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Leitrim Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Mullingar Drive,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Armagh Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Opal Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Topaz Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Beldi Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Carlow Drive,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Wallace Place,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Micich Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Adrianus Street,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Verdale Drive,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Belfast Road,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Walters Way,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Tralee Road,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Albany Close,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Volt Street,Winter Valley,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Alto Grange,Winter Valley,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Electro Street,Winter Valley,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Lydiard Street North,Ballarat Central,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Iluka Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Maxwell Street,Cardigan,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Jarvis Way,Lucas,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Hope Street,Newington,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Anderson Street East,Golden Point,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Eva Court,Newington,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Lyndon Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Pleasant Street North,Ballarat Central,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Regent Court,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Sutton Street,Delacombe,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Warwick Road,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Braches Lane,Newington,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Balanada Close,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
London Place,Ballarat Central,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Leviathan Place,Ballarat Central,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Vetrano Avenue,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Quarry Lane,Ballarat Central,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Gwenith Avenue,Newington,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Nyon Road,Alfredton,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
York Street,Ballarat East,weekly,17/10/2023,fortnightly,17/10/2023,fortnightly,24/10/2023
Ainley Street,Brown Hill,weekly,12/10/2023,fortnightly,12/10/2023,fortnightly,19/10/2023
Balmoral Drive,Ballarat East,weekly,12/10/2023,fortnightly,12/10/2023,fortnightly,19/10/2023
